"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","order","class","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"1234","2017-03-27 17:51:44-03","UnB","UB","169476","S","Plantae","Lichen","Coenogoniaceae","Coenogonium",NA,"Coenogonium",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","381","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.506944","-19.217417","-43.506944","-19.217417",NA,"1309","1309",NA,"Capão em meio a um Campo Limpo sobre rochas. Borda do capão, em ambiente sombreado, frio e úmido. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1235","2019-02-28 09:57:41-03","UnB","UB","169365","S","Plantae","Lichen","Atheliaceae","Cora","glabrata","Cora glabrata","(Spreng.) Fr.","Souza, MGM","2019","02","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Faria, JEQ; Carvalho, AM","270","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","MG 251; estrada de terra","-43.4845","-19.223306","-43.4845","-19.223306",NA,"1201","1201",NA,"Cerrado rupestre, com vegetação esparsa. Ambiente frio. Sobre rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1236","2019-02-28 09:57:41-03","UnB","UB","169407","S","Plantae","Lichen","Atheliaceae","Cora","glabrata","Cora glabrata","(Spreng.) Fr.","Souza, MGM","2019","02","25","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","312","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio à serrapilheira",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1237","2016-09-19 16:22:13-03","UnB","UB","169386","S","Plantae","Lichen","Arthoniaceae","Cryptothecia","rubrocincta","Cryptothecia rubrocincta","(Ehrenb.) Thor","Martins, DS","2011","07","26","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Faria, JEQ; Carvalho, AM","291","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","MG 251 Estrada para Morro do Pilar","-43.456417","-19.241917","-43.456417","-19.241917",NA,"937","937",NA,"Cerrado rupestre, na beira da estrada de terra. Afloramentos rochosos presentes. Sobre rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1238","2017-03-27 17:41:45-03","UnB","UB","164960","S","Plantae","Bryophyta","Pilotrichaceae","Cyclodictyon",NA,"Cyclodictyon",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2645","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Bica Nossa Sra. Aparecida","-43.463889","-19.240556","-43.463889","-19.240556",NA,"974","974",NA,"Tronco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1239","2019-04-08 12:14:16-03","UnB","UB","164938","S","Plantae","Bryophyta","Sematophyllaceae","Donnellia",NA,"Donnellia",NA,NA,NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2620","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.4675","-19.243333","-43.4675","-19.243333",NA,"1016","1016",NA,"Tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1240","2017-03-27 17:41:26-03","UnB","UB","164970","S","Plantae","Bryophyta","Hypnaceae","Ectropothecium",NA,"Ectropothecium",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2655","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.457222","-19.241944","-43.457222","-19.241944",NA,"944","944",NA,"Pedra beira da nascente",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1241","2017-03-27 17:44:04-03","UnB","UB","191130","S","Plantae","Dicotyledoneae","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish","Pereira, AMS",NA,NA,NA,"Pereira, AMS","1151","2012","07","27","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.552028","-19.282611","-43.552028","-19.282611",NA,"1110","1110",NA,"Árvore 3m. Flor palha.; Campo / cerrado.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1242","2016-09-19 15:38:33-03","UnB","UB","194968","S","Plantae","Dicotyledoneae","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,NA,NA,NA,"Pereira, AMS","1622b","2012","07","27","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.551944","-19.282778","-43.551944","-19.282778",NA,"1110","1110",NA,"Planta 3m. Flor palha; Campo / cerrado",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1243","2016-09-19 15:38:33-03","UnB","UB","194517","S","Plantae","Dicotyledoneae","Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish","Pereira, AMS",NA,NA,NA,"Pereira, AMS","1622b","2012","07","27","Brasil","Minas Gerais","Morro do Pilar",NA,"-43.551944","-19.2825","-43.551944","-19.2825",NA,"1110","1110",NA,"Campo cerrado",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1244","2017-06-02 14:27:14-03","UnB","UB",NA,"S","Plantae","Dicotyledoneae","Myrtaceae","Eugenia",NA,"Eugenia",NA,NA,NA,NA,NA,"Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6250","2016","07","11","Brasil","Minas Gerais","Morro do Pilar","Margem da rodovia MG-010 entre Conceição do Mato Dentro e o trevo para Morro do Pilar, próximo ao trevo","-43.499722","-19.2075","-43.499722","-19.2075",NA,"1309","1309",NA,"Árvore ca. 3 m de altura, caule soltando pouco ritidoma, frutos imaturos verdes passando do amarelo ao vermelho quando maduros; Pequeno capão de mato",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1245","2017-03-27 17:53:33-03","UnB","UB","161542","S","Plantae","Monocotyledonae","Orchidaceae","Gomesa",NA,"Gomesa",NA,NA,"2014",NA,NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","534","2009","06","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.516389","-19.2575","-43.516389","-19.2575",NA,"1278","1278",NA,"Solo argiloso, relevo ondulado; Erva epífita com flores esverdeadas; Mata Atlântica, mata de encosta",NA,NA,NA,"Southern America",NA,"UB0018324","UB0018324",NA,NA,NA,NA
"1246","2017-03-27 17:53:33-03","UnB","UB","161537","S","Plantae","Monocotyledonae","Orchidaceae","Habenaria",NA,"Habenaria",NA,"Faria, JEQ","2009","06",NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","531","2009","06","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","-43.52","-19.258333",NA,"1274","1274",NA,"Solo areno-argiloso, relevo ondulado; Erva de flore verde amarelada; Campo limpo úmido/campo rupestre",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1247","2017-03-27 17:53:33-03","UnB","UB","161538","S","Plantae","Monocotyledonae","Orchidaceae","Habenaria",NA,"Habenaria",NA,"Faria, JEQ","2009","06",NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","531","2009","06","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","-43.52","-19.258333",NA,"1274","1274",NA,"Solo areno-argiloso, relevo ondulado; Erva de flore verde amarelada; Campo limpo úmido/campo rupestre",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1248","2016-09-19 16:22:48-03","UnB","UB","177487","S","Plantae","Marchantiophyta","Herbertaceae","Herbertus","bivittatus","Herbertus bivittatus","Spruce","Sousa, RV","2013","09","04","Gonzaga, RMO; Amorim, PRF; Souza, RV; Câmara, PEAS","123","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Campo de Vellozia gigante.","-43.51","-19.246667","-43.51","-19.246667",NA,"1246","1246",NA,"Rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1249","2016-09-19 16:22:48-03","UnB","UB","177492","S","Plantae","Marchantiophyta","Herbertaceae","Herbertus","bivittatus","Herbertus bivittatus","Spruce","Sousa, RV","2013","09","04","Gonzaga, RMO; Amorim, PRF; Souza, RV; Câmara, PEAS","128","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Campo de Vellozia gigante.","-43.51","-19.246667","-43.51","-19.246667",NA,"1246","1246",NA,"Rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1250","2016-09-19 16:22:48-03","UnB","UB","177494","S","Plantae","Marchantiophyta","Herbertaceae","Herbertus","bivittatus","Herbertus bivittatus","Spruce","Sousa, RV","2013","09","04","Gonzaga, RMO; Amorim, PRF; Souza, RV; Câmara, PEAS","130","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Campo de Vellozia gigante.","-43.51","-19.246667","-43.51","-19.246667",NA,"1246","1246",NA,"Rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1251","2017-03-27 17:51:56-03","UnB","UB","169329","S","Plantae","Lichen","Physciaceae","Heterodermia",NA,"Heterodermia",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","236","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó, MG 010. Cahoeira ao lado da estrada da estátua do Seu Juquinha","-43.548278","-19.2585","-43.548278","-19.2585",NA,"1264","1264",NA,"Mata ciliar; ambiente muito úmido e frio. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1252","2017-03-27 17:51:56-03","UnB","UB","169341","S","Plantae","Lichen","Physciaceae","Heterodermia",NA,"Heterodermia",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","248","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó, MG 010. Cahoeira ao lado da estrada da estátua do Seu Juquinha","-43.548278","-19.2585","-43.548278","-19.2585",NA,"1264","1264",NA,"Mata ciliar; ambiente muito úmido e frio. Em barranco muito úmido em meio a musgos e hepáticas",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1253","2017-03-27 17:51:56-03","UnB","UB","169388","S","Plantae","Lichen","Physciaceae","Heterodermia",NA,"Heterodermia",NA,"Martins, DS","2011","07","26","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Costa, DP; Faria, JEQ; Carvalho, AM","293","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","MG 251 Estrada para Morro do Pilar","-43.456417","-19.241917","-43.456417","-19.241917",NA,"937","937",NA,"Cerrado rupestre, na beira da estrada de terra. Afloramentos rochosos presentes. Sobre tronco morto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1254","2017-03-27 17:51:56-03","UnB","UB","169431","S","Plantae","Lichen","Physciaceae","Heterodermia",NA,"Heterodermia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","336","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1255","2017-03-27 17:51:56-03","UnB","UB","169434","S","Plantae","Lichen","Physciaceae","Heterodermia",NA,"Heterodermia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","339","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.509944","-19.247083","-43.509944","-19.247083",NA,"1258","1258",NA,"Campo limpo/Cerrado rupestre. Campo de Vellozia gigantes que crescem em meio a um emaranhado de rochas. Ambiente frio e com ventos constantes. Sobre rocha em meio a musgos",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1256","2017-03-27 17:51:56-03","UnB","UB","169468","S","Plantae","Lichen","Physciaceae","Heterodermia",NA,"Heterodermia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","373","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.506944","-19.217417","-43.506944","-19.217417",NA,"1309","1309",NA,"Capão em meio a um Campo Limpo sobre rochas. Borda do capão, em ambiente sombreado, frio e úmido. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1257","2017-03-27 17:51:56-03","UnB","UB","169469","S","Plantae","Lichen","Physciaceae","Heterodermia",NA,"Heterodermia",NA,"Martins, DS","2011","07","27","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","374","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.506944","-19.217417","-43.506944","-19.217417",NA,"1309","1309",NA,"Capão em meio a um Campo Limpo sobre rochas. Borda do capão, em ambiente sombreado, frio e úmido. Sobre tronco vivo",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1258","2019-02-28 09:57:41-03","UnB","UB",NA,"S","Plantae","Dicotyledoneae","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","Pena, MA","2009",NA,NA,"Pena, MA","654","2008","01","21","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó. Acesso pelo km 123 da rodovia MG 010","-43.510556","-19.246944","-43.510556","-19.246944",NA,"1265","1265",NA,"Arbusto ca. 1,7 m. Folhas discolores. Tubo floral com base vinácea. Flores alvas; Afloramento das velózias gigantes",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1259","2016-09-19 15:32:07-03","UnB","UB","177495","S","Plantae","Bryophyta","Dicranaceae","Holomitrium","crispulum","Holomitrium crispulum","Mart.","Sousa, RV","2012","12","20","Gonzaga, RMO; Amorim, PRF; Souza, RV; Câmara, PEAS","131","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Campo de Vellozia gigante.","-43.51","-19.246667","-43.51","-19.246667",NA,"1246","1246",NA,"Rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1260","2017-03-27 17:42:13-03","UnB","UB","164995","S","Plantae","Bryophyta","Sematophyllaceae","Hydropogonella",NA,"Hydropogonella",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2681","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.457222","-19.241944","-43.457222","-19.241944",NA,"944","944",NA,"Pedra nascente",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1261","2017-03-27 17:51:51-03","UnB","UB","169345","S","Plantae","Lichen","Parmeliaceae","Hypotrachyna",NA,"Hypotrachyna",NA,"Martins, DS","2011","07","25","Martins, DS; Carvalho-Silva, M; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho,","252","2011","07","25","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó. Estrada para Morro do Pilar; entroncamento da estrada para Conceição do Mato Dentro. Km 01 da MG-010","-43.491667","-19.219611","-43.491667","-19.219611",NA,"1282","1282",NA,"Cerrado rupestre; ambiente úmido e frio. Sobre rocha",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1262","2016-09-19 15:43:34-03","UnB","UB","169399","S","Plantae","Dicotyledoneae","Convolvulaceae","Ipomoea","squamisepala","Ipomoea squamisepala","O'Donell","Wood, JRI","2013","05","01","Martins, DS; Câmara, PEAS; Amorim, PRF; Costa, DP; Faria, JEQ; Carvalho, AM; Gonzaga, RMO; S","304","2011","07","27","Brasil","Minas Gerais","Morro do Pilar","Estrada que leva ao entrocamento Morro do Pilar - Conceição do Mato Dentro. MG 010","-43.518389","-19.246611","-43.518389","-19.246611",NA,"1278","1278",NA,"Campo limpo/Cerrado rupestre. Ambiente muito frio e com ventos constantes. Sobre cerca de madeira na beira da estrada",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1263","2017-03-27 17:42:04-03","UnB","UB","164955","S","Plantae","Bryophyta","Pylaisiadelphaceae","Isopterygium",NA,"Isopterygium",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2640","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Bica Nossa Sra. Aparecida","-43.463889","-19.240556","-43.463889","-19.240556",NA,"974","974",NA,"Tronco cyathea",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1264","2017-03-27 17:42:04-03","UnB","UB","164977","S","Plantae","Bryophyta","Pylaisiadelphaceae","Isopterygium",NA,"Isopterygium",NA,NA,NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2662","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.457222","-19.241944","-43.457222","-19.241944",NA,"944","944",NA,"Barranco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1265","2017-03-27 17:42:04-03","UnB","UB","164994","S","Plantae","Bryophyta","Pylaisiadelphaceae","Isopterygium",NA,"Isopterygium",NA,NA,NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2680","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.457222","-19.241944","-43.457222","-19.241944",NA,"944","944",NA,"Pedra na beira do rio",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1266","2017-03-27 17:42:04-03","UnB","UB","164998","S","Plantae","Bryophyta","Pylaisiadelphaceae","Isopterygium",NA,"Isopterygium",NA,"Câmara, PEAS",NA,NA,NA,"Câmara, PEAS; Carvalho-Silva, M; Costa, DP","2684","2011","07","26","Brasil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar","-43.457222","-19.241944","-43.457222","-19.241944",NA,"944","944",NA,"Barranco",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1267","2017-03-27 17:42:46-03","UnB","UB","161534","S","Plantae","Dicotyledoneae","Apiaceae","Klotzschia",NA,"Klotzschia",NA,"Faria, JEQ","2009","06",NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","530","2009","06","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","-43.52","-19.258333",NA,"1274","1274",NA,"Solo areno-argiloso, relevo ondulado; Erva prostrada com inflorescência creme; Campo limpo úmido/campo rupestre",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1268","2017-03-27 17:42:46-03","UnB","UB","161535","S","Plantae","Dicotyledoneae","Apiaceae","Klotzschia",NA,"Klotzschia",NA,"Faria, JEQ","2009","06",NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","530","2009","06","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","-43.52","-19.258333",NA,"1274","1274",NA,"Solo areno-argiloso, relevo ondulado; Erva prostrada com inflorescência creme; Campo limpo úmido/campo rupestre",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1269","2017-03-27 17:42:46-03","UnB","UB","161536","S","Plantae","Dicotyledoneae","Apiaceae","Klotzschia",NA,"Klotzschia",NA,"Faria, JEQ","2009","06",NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","530","2009","06","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","-43.52","-19.258333",NA,"1274","1274",NA,"Solo areno-argiloso, relevo ondulado; Erva prostrada com inflorescência creme; Campo limpo úmido/campo rupestre",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1270","2017-01-18 16:18:23-02","UnB","UB","161532","S","Plantae","Dicotyledoneae","Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Cota, MRC","2009","11",NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","529","2009","06","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","-43.52","-19.258333",NA,"1274","1274",NA,"Erva com inflorescência creme; Campo limpo / campo rupestre. Solo areno-argiloso, relevo ondulado",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"1271","2017-01-18 16:18:23-02","UnB","UB","161533","S","Plantae","Dicotyledoneae","Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Cota, MRC","2009","11",NA,"Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","529","2009","06","12","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","-43.52","-19.258333",NA,"1274","1274",NA,"Erva com inflorescência creme; Campo limpo / campo rupestre. Solo areno-argiloso, relevo ondulado",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
