"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","typeStatus","dayIdentified","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","relatedCatalogItem"
"1094","2019-11-13 11:25:20-03","USP","SPF","63569","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","rundeliana","Lavoisiera rundeliana","Almeda & A.B.Martins","Pacífico, RB","2018","Kameyama, C","CFCR11255","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00063569",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"06","paratype",NA,"19014","auto",NA,NA,NA,NA
"1095","2019-11-13 11:28:51-03","USP","SPF","63816","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leptosaccharum",NA,"Leptosaccharum",NA,NA,NA,"Zappi, DC","CFCR11273","1987","07","17",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00063816",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1096","2019-11-13 11:22:41-03","USP","SPF","63484","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","chrysastra","Mimosa chrysastra","Benth.","Dutra, VF","2008","Zappi, DC","CFCR11265","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00063484",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"06",NA,NA,"19014","auto",NA,NA,NA,NA
"1097","2019-11-13 11:19:20-03","USP","SPF","63948","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Romão, GO","2010","Kameyama, C","CFCR11270","1987","07","17",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,NA,"SPF00063948",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"08",NA,NA,"19014","auto",NA,NA,NA,NA
"1098","2019-11-13 11:33:13-03","USP","SPF","64165","PreservedSpecimen","Plantae",NA,NA,"Winteraceae","Drimys","brasiliensis","Drimys brasiliensis","Miers","Pirani, JR","1991","Zappi, DC","CFCR11271","1987","07","17",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, a 18 km da cidade.",NA,NA,"SPF00064165","SPF00064165","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1099","2020-02-03 14:46:01-03","USP","SPF","23288","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Mabea","fistulifera","Mabea fistulifera","Mart.","Anônimo",NA,"Rossi, L","CFCR3081","1982","04","06",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, Descida do morro do pico Itambé.",NA,"Árvore 5-6 m, com látex. Inflorescência avermelhadas, glândulas e estigma verdes.","SPF00023288",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1100","2019-11-13 11:19:32-03","USP","SPF","223248","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","itambeensis","Syngonanthus itambeensis","Silveira","Watanabe, MTC","2012","Watanabe, MTC","159","2009","01","28",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, No platô do Pico do Itambé.",NA,"Erva, ca. 30 cm alt. Brácteas involucrais mais externas castanho-escuras, mais internas alvas.; Pequena população sob arbustos.","SPF00223248",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"08",NA,"22","19014","auto",NA,NA,NA,NA
"1101","2019-11-13 11:15:05-03","USP","SPF","223256","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","atroviolacea","Mandevilla atroviolacea","(Stadelm.) Woodson","Amaral Jr, ALS","2019","Watanabe, MTC","158","2009","01","28",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, Trilha do Parque Estadual do Pico do Itambé, a partir da subida por Santo Antônio do Itambé.",NA,"Arbusto decumbente. Corola magenta. Látex branco.","SPF00223256",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"04",NA,NA,"19014","auto",NA,NA,NA,NA
"1102","2019-11-13 11:16:32-03","USP","SPF","220852","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","arenaria","Richterago arenaria","(Baker) Roque","Anônimo",NA,"Roque, N","3751","2012","09","27",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Planalto Diamantina. Trilha das Campinas.",NA,NA,"SPF00220852",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1103","2019-11-13 11:16:29-03","USP","SPF","220853","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquinia","racemosa","Moquinia racemosa","(Spreng.) DC.","Anônimo",NA,"Roque, N","3747","2012","09","27",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Planalto Diamantina. Trilha das Campinas.",NA,NA,"SPF00220853",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1104","2019-11-13 11:15:39-03","USP","SPF","64158","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Hydrocotyle","quinqueloba","Hydrocotyle quinqueloba glabra","Cham.","Pirani, JR","1991","Zappi, DC","s.n.","1987","07","16",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Subida para o Pico do Itambé.",NA,"Planta herbácea, decumbente, flores alvas, caule vináceo.","SPF00064158","SPF00064158","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"glabra",NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1105","2019-11-13 11:15:05-03","USP","SPF","167089","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Mandevilla","martiana","Mandevilla martiana","(Stadelm.) Woodson","Simões, AO",NA,"Simões, AO","1100","2001","02","13",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Subida para o Pico do Itambé, afloramento.",NA,"Liana, látex branco, apêndices nodais bem desenvolvidos, espinescentes em ramos maduros. Cálice avermelhado, corola com tubo róseo a lilás, lobos róseo-claros, fauce arroxeada, gargante alaranjada. Em afloramento e beira de capão de","SPF00167089",NA,"-43.3067016601562","-18.465799331665",NA,NA,"1500","1500",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"1106","2019-10-07 09:11:00-03","UEFS","HUEFS","139922","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","longifolius","Acritopappus longifolius","(Gardner) R.M.King & H.Rob.","A.S.Quaresma","2012","Rapini, A.","1694","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Campo rupestre.","HUEFS0139922","HUEFS0139922","-43.3","-18.4","43W18'","18S24'","1450","1450",NA,"10",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1107","2019-10-07 09:11:00-03","UEFS","HUEFS","193121","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Acritopappus","longifolius","Acritopappus longifolius","(Gardner) R.M.King & H.Rob.",NA,NA,"Quaresma, A.S.","454","2012","09","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para a Cachoeira do Rio Vermelho.",NA,"Cerrado rupestre.","HUEFS0193121","HUEFS0193121","-43.301389","-18.401111","43W18'5''","18S24'4''","1133","1133",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1108","2019-10-07 09:20:29-03","UEFS","HUEFS","139925","PreservedSpecimen","Plantae","Angiospermae","Pandanales","Velloziaceae","Barbacenia",NA,"Barbacenia",NA,NA,NA,"Rapini, A.","1697","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Campo rupestre.","HUEFS0139925","HUEFS0139925","-43.321667","-18.4","43W19'18''","18S24'0''","1560","1560",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"1109","2019-10-07 09:31:53-03","UEFS","HUEFS","139926","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Byrsonima","variabilis","Byrsonima variabilis","A.Juss.","A.Francener","2015","Rapini, A.","1698","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Campo rupestre.","HUEFS0139926","HUEFS0139926","-43.314167","-18.401944","43W18'51''","18S24'7''","1400","1400",NA,"05",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1110","2019-10-07 09:19:52-03","UEFS","HUEFS","139932","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cattleya",NA,"Cattleya",NA,NA,NA,"Rapini, A.","1704","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Campo rupestre.","HUEFS0139932","HUEFS0139932","-43.323333","-18.4","43W19'24''","18S24'0''","1570","1570",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"1111","2020-03-19 10:51:22-03","UEFS","HUEFS","201806","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Chamaecrista","andromedea","Chamaecrista andromedea","(Mart. ex Benth.) H.S.Irwin & Barneby",NA,NA,"Rando, J.G.","1251","2012","06","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé. Subida ao pico, na trilha. Campo rupestre.",NA,NA,"HUEFS0201806","HUEFS0201806","-43.32","-18.400556","43W19'12''","18S24'2''","1551","1551",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1112","2019-10-07 09:21:48-03","UEFS","HUEFS","238694","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","E.M.Pianissola","2015","Pirani, J.R.","5936","2009","11","10",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé, topo do Pico do Itambé, subida perto da rede de transmisão.",NA,"Afloramento rochoso e campo rupestre perturbado.","HUEFS0238694",NA,"-43.348889","-18.398889","43W20'56''","18S23'56''",NA,NA,NA,"11",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"1113","2019-10-07 09:12:37-03","UEFS","HUEFS","139930","PreservedSpecimen","Plantae","Angiospermae","Ericales","Clethraceae","Clethra",NA,"Clethra",NA,NA,NA,"Rapini, A.","1702","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Campo rupestre.","HUEFS0139930","HUEFS0139930","-43.314167","-18.401944","43W18'51''","18S24'7''","1400","1400",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1114","2019-10-07 09:14:12-03","UEFS","HUEFS","194055","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Coccocypselum","lanceolatum","Coccocypselum lanceolatum","(Ruiz & Pav.) Pers.",NA,NA,"Souza, V.C.","21102","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé.",NA,"Campo Rupestre.","HUEFS0194055","HUEFS0194055","-43.317222","-18.401667","43W19'2''","18S24'6''","1500","1500",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1115","2019-10-07 09:30:33-03","UEFS","HUEFS","139927","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Croton",NA,"Croton",NA,NA,NA,"Rapini, A.","1699","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Campo rupestre.","HUEFS0139927","HUEFS0139927","-43.302778","-18.413611","43W18'10''","18S24'49''","1150","1150",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1116","2019-10-07 09:34:03-03","UEFS","HUEFS","41665","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Diplusodon","ciliiflorus","Diplusodon ciliiflorus","Koehne","T.B.Cavalcanti","1999","Souza, V.C.","21113","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé.",NA,"Campo rupestre.","HUEFS0041665","HUEFS0041665","-43.316944","-18.401389","43W19'1''","18S24'5''","1500","1500",NA,"08",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1117","2019-10-07 09:13:17-03","UEFS","HUEFS","133075","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa",NA,"Ditassa",NA,NA,NA,"Silva, U.C.S.","62","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé.",NA,NA,"HUEFS0133075","HUEFS0133075","-43.319722","-18.413611","43W19'11''","18S24'49''","1150","1150",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1118","2019-10-07 09:13:20-03","UEFS","HUEFS","106576","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini","A.Rapini","2006","Souza, V.C.","21033","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé.",NA,"Campo rupestre.","HUEFS0106576","HUEFS0106576","-43.317222","-18.401667","43W19'2''","18S24'6''","1500","1500",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1119","2019-10-07 09:13:20-03","UEFS","HUEFS","133074","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Ditassa","itambensis","Ditassa itambensis","Rapini",NA,NA,"Silva, U.C.S.","61","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé.",NA,NA,"HUEFS0133074","HUEFS0133074","-43.323333","-18.383333","43W19'24''","18S23'0''","1568","1568",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1120","2019-11-22 16:07:57-03","UEFS","HUEFS","253379","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Epidendrum","xanthinum","Epidendrum xanthinum","Lindl.",NA,NA,"Pirani, J.R.","5933","2009","02","10",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Itambé, topo do Pico do Itambé, próximo à antena de retransmissão.",NA,"Afloramento rochoso e campo rupestre perturbado.","HUEFS0253379","HUEFS0253379","-43.348889","-18.398889","43W20'56''","18S23'56''","2053","2053",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"1121","2019-10-07 09:35:20-03","UEFS","HUEFS","185296","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","nutans","Eugenia nutans","O.Berg","M.Sobral","2019","Faria, J.E.Q.","942","2010","11","10",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Margem da estrada entre Santo Antônio do Itambé e Serro Azul.",NA,"Floresta ombrófila, solo argiloso, relevo acidentado.","HUEFS0185296","HUEFS0185296","-43.281944","-18.443056","43W16'55''","18S26'35''","805","805",NA,"06",NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1122","2019-10-07 09:11:26-03","UEFS","HUEFS","193130","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Eupatorium","semiamplexifolium","Eupatorium semiamplexifolium","G.S.S. Almeida & Carv.-Okano",NA,NA,"Quaresma, A.S.","463","2012","09","27",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para as Campinas.",NA,"Cerrado. Solo úmido.","HUEFS0193130","HUEFS0193130","-43.362778","-18.472778","43W21'46''","18S28'22''","1149","1149",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1123","2019-10-07 09:12:43-03","UEFS","HUEFS","193432","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","reticulata","Gaylussacia reticulata","Mart. ex Meisn.",NA,NA,"Romão, G.O.","2536","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico.",NA,"Camp Rupestre.","HUEFS0193432","HUEFS0193432","-43.348333","-18.395833","43W20'54''","18S23'45''",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1124","2019-10-07 09:13:50-03","UEFS","HUEFS","210867","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Gentianaceae",NA,NA,NA,NA,NA,NA,"Rapini, A.","2027","2014","01","31",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Subida para o Pico do Itambé.",NA,NA,"HUEFS0210867","HUEFS0210867","-43.333333","-18.3975","43W19'60''","18S23'51''",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1125","2019-11-22 16:07:24-03","UEFS","HUEFS","253389","PreservedSpecimen","Plantae","Angiospermae","Apiales","Griseliniaceae","Griselinia","ruscifolia","Griselinia ruscifolia",NA,NA,NA,"Versieux, L.M.","323","2006","10","11",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé, trilha para o Pico do Itambé.",NA,"Campo rupestre.","HUEFS0253389","HUEFS0253389","-43.348056","-18.399167","43W20'53''","18S23'57''","2000","2000",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1126","2019-10-07 09:11:32-03","UEFS","HUEFS","193122","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Heterocondylus","alatus","Heterocondylus alatus","(Vell.) R.M.King & H.Rob.",NA,NA,"Quaresma, A.S.","455","2012","09","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para a Cachoeira do Rio Vermelho.",NA,"Mata Ciliar.","HUEFS0193122",NA,"-43.301944","-18.395556","43W18'7''","18S23'44''","1157","1157",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1127","2019-10-07 09:14:31-03","UEFS","HUEFS","139931","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.","E.B.Souza & J.Jardim","2012","Rapini, A.","1703","2008","02","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé",NA,"Campo rupestre.","HUEFS0139931",NA,"-43.323333","-18.4","43W19'24''","18S24'0''","1570","1570",NA,"06",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1128","2019-10-07 09:11:32-03","UEFS","HUEFS","38348","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Hololepis","pedunculata","Hololepis pedunculata","(DC. ex Pers.) DC.",NA,NA,"Souza, V.C.","21141","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé.",NA,"Campo rupestre.","HUEFS0038348","HUEFS0038348","-43.317222","-18.401944","43W19'2''","18S24'7''","1500","1500",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1129","2019-11-22 16:07:56-03","UEFS","HUEFS","253346","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lantana","lundiana","Lantana lundiana","Cham.",NA,NA,"Rando, J.G.","855","2009","02","10",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé, trilha subindo pela encosta do pico, próximo à Ponte do Rebentão (pequena ponte suspensa).",NA,"Campo rupestre e grandes afloramentos rochosos.","HUEFS0253346","HUEFS0253346","-43.340556","-18.398889","43W20'26''","18S23'56''","1804","1804",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1130","2019-10-07 09:13:33-03","UEFS","HUEFS","210870","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Mandevilla","sellowii","Mandevilla sellowii","(Müll.Arg.) Woodson","A.Rapini","2015","Rapini, A.","2030","2014","01","31",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Subida para o Pico do Itambé.",NA,NA,"HUEFS0210870","HUEFS0210870","-43.340556","-18.398889","43W20'26''","18S23'56''",NA,NA,NA,"08",NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1131","2019-10-07 09:34:35-03","UEFS","HUEFS","106648","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Microlicia","cordata","Microlicia cordata","(Spreng.) Cham.",NA,NA,"Souza, V.C.","21060","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé.",NA,"Campo rupestre.","HUEFS0106648","HUEFS0106648","-43.317222","-18.401667","43W19'2''","18S24'6''","1500","1500",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"1132","2019-10-07 09:11:42-03","UEFS","HUEFS","193127","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","citriodora","Mikania citriodora","W.C.Holmes",NA,NA,"Quaresma, A.S.","460","2012","09","27",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para as Campinas.",NA,"Mata Atlântica. Floresta Montana.","HUEFS0193127","HUEFS0193127","-43.343056","-18.4625","43W20'35''","18S27'45''","991","991",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1133","2019-10-07 09:11:42-03","UEFS","HUEFS","193124","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","elliptica","Mikania elliptica","DC.","C.T.Oliveira","2015","Quaresma, A.S.","457","2012","09","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para a Cachoeira do Rio Vermelho.",NA,"Mata Atlântica. Floresta Montana.","HUEFS0193124","HUEFS0193124","-43.301667","-18.405278","43W18'6''","18S24'19''","1165","1165",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1134","2019-10-07 09:11:43-03","UEFS","HUEFS","193119","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","hirsutissima","Mikania hirsutissima","DC.","C.T.Oliveira","2015","Quaresma, A.S.","452","2012","09","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para a Cachoeira do Rio Vermelho.",NA,"Mata Atlântica de altitude.","HUEFS0193119","HUEFS0193119","-43.307222","-18.465278","43W18'26''","18S27'55''","1119","1119",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1135","2019-10-07 09:11:43-03","UEFS","HUEFS","193126","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","ramosissima","Mikania ramosissima","Gardner","C.T.Oliveira","2015","Quaresma, A.S.","459","2012","09","27",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para as Campinas.",NA,"Mata Atlântica. Floresta Montana.","HUEFS0193126",NA,"-43.343056","-18.4625","43W20'35''","18S27'45''","991","991",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1136","2019-10-07 09:11:51-03","UEFS","HUEFS","193128","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","retifolia","Mikania retifolia","Sch.Bip.",NA,NA,"Quaresma, A.S.","461","2012","09","27",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para as Campinas.",NA,"Cerrado.","HUEFS0193128",NA,"-43.352778","-18.464722","43W21'10''","18S27'53''","1227","1227",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1137","2019-10-07 09:11:51-03","UEFS","HUEFS","193129","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","retifolia","Mikania retifolia","Sch.Bip.","C.T.Oliveira","2015","Quaresma, A.S.","462","2012","09","27",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para as Campinas.",NA,NA,"HUEFS0193129",NA,"-43.356667","-18.4675","43W21'24''","18S28'3''","1193","1193",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
"1138","2019-10-07 09:11:51-03","UEFS","HUEFS","193120","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","testudinaria","Mikania testudinaria","DC.","C.T.Oliveira","2015","Quaresma, A.S.","453","2012","09","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","PEPI. Trilha para a Cachoeira do Rio Vermelho.",NA,"Mata Atlântica de altitude.","HUEFS0193120",NA,"-43.301944","-18.405556","43W18'7''","18S24'20''","1121","1121",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA
